Freq.	V(vout)
3.42509454025266e+00	1.64195368939861e+00,-3.19982767340887e-01
3.44891795677638e+00	1.63983157076083e+00,-3.24923984092020e-01
3.47290707826626e+00	1.63767417032271e+00,-3.29859145728374e-01
3.49706305729147e+00	1.63548138605005e+00,-3.34788071763091e-01
3.52138705443796e+00	1.63325311626963e+00,-3.39710577757095e-01
3.54588023836419e+00	1.63098925975714e+00,-3.44626475288796e-01
3.57054378585726e+00	1.62868971582641e+00,-3.49535571925384e-01
3.59537888188950e+00	1.62635438441979e+00,-3.54437671195776e-01
3.62038671967535e+00	1.62398316619983e+00,-3.59332572565242e-01
3.64556850072873e+00	1.62157596264203e+00,-3.64220071411771e-01
3.67092543492075e+00	1.61913267612888e+00,-3.69099959004198e-01
3.69645874053782e+00	1.61665321004493e+00,-3.73972022482161e-01
3.72216964434023e+00	1.61413746887302e+00,-3.78836044837919e-01
3.74805938162104e+00	1.61158535829164e+00,-3.83691804900065e-01
3.77412919626546e+00	1.60899678527326e+00,-3.88539077319207e-01
3.80038034081061e+00	1.60637165818375e+00,-3.93377632555630e-01
3.82681407650568e+00	1.60370988688283e+00,-3.98207236869011e-01
3.85343167337258e+00	1.60101138282539e+00,-4.03027652310204e-01
3.88023441026687e+00	1.59827605916381e+00,-4.07838636715169e-01
3.90722357493928e+00	1.59550383085118e+00,-4.12639943701057e-01
3.93440046409756e+00	1.59269461474537e+00,-4.17431322664530e-01
3.96176638346877e+00	1.58984832971385e+00,-4.22212518782329e-01
3.98932264786201e+00	1.58696489673942e+00,-4.26983273014146e-01
4.01707058123162e+00	1.58404423902651e+00,-4.31743322107851e-01
4.04501151674075e+00	1.58108628210835e+00,-4.36492398607099e-01
4.07314679682545e+00	1.57809095395460e+00,-4.41230230861371e-01
4.10147777325913e+00	1.57505818507968e+00,-4.45956543038489e-01
4.13000580721755e+00	1.57198790865167e+00,-4.50671055139643e-01
4.15873226934419e+00	1.56888006060154e+00,-4.55373483016967e-01
4.18765853981611e+00	1.56573457973301e+00,-4.60063538393710e-01
4.21678600841025e+00	1.56255140783264e+00,-4.64740928887038e-01
4.24611607457022e+00	1.55933048978031e+00,-4.69405358033497e-01
4.27565014747353e+00	1.55607177365994e+00,-4.74056525317180e-01
4.30538964609930e+00	1.55277521087041e+00,-4.78694126200639e-01
4.33533599929642e+00	1.54944075623661e+00,-4.83317852158558e-01
4.36549064585222e+00	1.54606836812052e+00,-4.87927390714233e-01
4.39585503456158e+00	1.54265800853238e+00,-4.92522425478893e-01
4.42643062429656e+00	1.53920964324169e+00,-4.97102636193873e-01
4.45721888407645e+00	1.53572324188813e+00,-5.01667698775686e-01
4.48822129313839e+00	1.53219877809224e+00,-5.06217285364019e-01
4.51943934100845e+00	1.52863622956580e+00,-5.10751064372656e-01
4.55087452757314e+00	1.52503557822188e+00,-5.15268700543379e-01
4.58252836315152e+00	1.52139681028442e+00,-5.19769855002851e-01
4.61440236856775e+00	1.51771991639724e+00,-5.24254185322509e-01
4.64649807522417e+00	1.51400489173255e+00,-5.28721345581467e-01
4.67881702517484e+00	1.51025173609866e+00,-5.33170986432464e-01
4.71136077119967e+00	1.50646045404700e+00,-5.37602755170866e-01
4.74413087687901e+00	1.50263105497818e+00,-5.42016295806708e-01
4.77712891666877e+00	1.49876355324723e+00,-5.46411249139823e-01
4.81035647597606e+00	1.49485796826766e+00,-5.50787252838027e-01
4.84381515123537e+00	1.49091432461452e+00,-5.55143941518386e-01
4.87750654998528e+00	1.48693265212615e+00,-5.59480946831551e-01
4.91143229094568e+00	1.48291298600462e+00,-5.63797897549163e-01
4.94559400409554e+00	1.47885536691486e+00,-5.68094419654330e-01
4.97999333075123e+00	1.47475984108213e+00,-5.72370136435145e-01
5.01463192364540e+00	1.47062646038806e+00,-5.76624668581265e-01
5.04951144700633e+00	1.46645528246483e+00,-5.80857634283500e-01
5.08463357663796e+00	1.46224637078773e+00,-5.85068649336430e-01
5.12000000000034e+00	1.45799979476568e+00,-5.89257327243996e-01
5.15561241629074e+00	1.45371562982982e+00,-5.93423279328068e-01
5.19147253652530e+00	1.44939395752008e+00,-5.97566114839944e-01
5.22758208362118e+00	1.44503486556944e+00,-6.01685441074751e-01
5.26394279247941e+00	1.44063844798599e+00,-6.05780863488730e-01
5.30055641006821e+00	1.43620480513262e+00,-6.09851985819336e-01
5.33742469550690e+00	1.43173404380411e+00,-6.13898410208142e-01
5.37454942015046e+00	1.42722627730182e+00,-6.17919737326489e-01
5.41193236767463e+00	1.42268162550553e+00,-6.21915566503821e-01
5.44957533416157e+00	1.41810021494258e+00,-6.25885495858679e-01
5.48748012818619e+00	1.41348217885419e+00,-6.29829122432267e-01
5.52564857090304e+00	1.40882765725865e+00,-6.33746042324564e-01
5.56408249613379e+00	1.40413679701162e+00,-6.37635850832881e-01
5.60278375045537e+00	1.39940975186315e+00,-6.41498142592833e-01
5.64175419328863e+00	1.39464668251148e+00,-6.45332511721617e-01
5.68099569698775e+00	1.38984775665351e+00,-6.49138551963560e-01
5.72051014693015e+00	1.38501314903179e+00,-6.52915856837822e-01
5.76029944160710e+00	1.38014304147804e+00,-6.56664019788196e-01
5.80036549271488e+00	1.37523762295298e+00,-6.60382634334915e-01
5.84071022524673e+00	1.37029708958255e+00,-6.64071294228359e-01
5.88133557758522e+00	1.36532164469027e+00,-6.67729593604597e-01
5.92224350159548e+00	1.36031149882578e+00,-6.71357127142639e-01
5.96343596271890e+00	1.35526686978942e+00,-6.74953490223318e-01
6.00491494006763e+00	1.35018798265281e+00,-6.78518279089683e-01
6.04668242651961e+00	1.34507506977532e+00,-6.82051091008808e-01
6.08874042881435e+00	1.33992837081640e+00,-6.85551524434898e-01
6.13109096764934e+00	1.33474813274366e+00,-6.89019179173577e-01
6.17373607777712e+00	1.32953460983667e+00,-6.92453656547239e-01
6.21667780810307e+00	1.32428806368644e+00,-6.95854559561362e-01
6.25991822178382e+00	1.31900876319044e+00,-6.99221493071627e-01
6.30345939632641e+00	1.31369698454319e+00,-7.02554063951736e-01
6.34730342368805e+00	1.30835301122232e+00,-7.05851881261804e-01
6.39145241037669e+00	1.30297713397013e+00,-7.09114556417179e-01
6.43590847755221e+00	1.29756965077049e+00,-7.12341703357557e-01
6.48067376112828e+00	1.29213086682112e+00,-7.15532938716269e-01
6.52575041187507e+00	1.28666109450123e+00,-7.18687881989584e-01
6.57114059552253e+00	1.28116065333446e+00,-7.21806155705891e-01
6.61684649286442e+00	1.27562986994711e+00,-7.24887385594621e-01
6.66287029986316e+00	1.27006907802159e+00,-7.27931200754755e-01
6.70921422775529e+00	1.26447861824517e+00,-7.30937233822787e-01
6.75588050315769e+00	1.25885883825398e+00,-7.33905121139966e-01
6.80287136817461e+00	1.25321009257221e+00,-7.36834502918695e-01
6.85018908050537e+00	1.24753274254655e+00,-7.39725023407918e-01
6.89783591355282e+00	1.24182715627593e+00,-7.42576331057348e-01
6.94581415653257e+00	1.23609370853649e+00,-7.45388078680384e-01
6.99412611458300e+00	1.23033278070179e+00,-7.48159923615564e-01
7.04277410887598e+00	1.22454476065839e+00,-7.50891527886397e-01
7.09176047672843e+00	1.21873004271669e+00,-7.53582558359417e-01
7.14108757171458e+00	1.21288902751720e+00,-7.56232686900320e-01
7.19075776377905e+00	1.20702212193216e+00,-7.58841590528006e-01
7.24077343935076e+00	1.20112973896263e+00,-7.61408951566398e-01
7.29113700145752e+00	1.19521229763108e+00,-7.63934457793868e-01
7.34185086984156e+00	1.18927022286951e+00,-7.66417802590123e-01
7.39291748107570e+00	1.18330394540323e+00,-7.68858685080407e-01
7.44433928868052e+00	1.17731390163029e+00,-7.71256810276855e-01
7.49611876324213e+00	1.17130053349669e+00,-7.73611889216874e-01
7.54825839253097e+00	1.16526428836738e+00,-7.75923639098382e-01
7.60076068162127e+00	1.15920561889326e+00,-7.78191783411775e-01
7.65362815301143e+00	1.15312498287412e+00,-7.80416052068479e-01
7.70686334674521e+00	1.14702284311771e+00,-7.82596181525948e-01
7.76046882053379e+00	1.14089966729504e+00,-7.84731914908969e-01
7.81444714987862e+00	1.13475592779195e+00,-7.86823002127141e-01
7.86880092819518e+00	1.12859210155714e+00,-7.88869199988407e-01
7.92353276693760e+00	1.12240866994672e+00,-7.90870272308502e-01
7.97864529572409e+00	1.11620611856540e+00,-7.92825990016198e-01
8.03414116246330e+00	1.10998493710453e+00,-7.94736131254225e-01
8.09002303348156e+00	1.10374561917702e+00,-7.96600481475770e-01
8.14629359365095e+00	1.09748866214924e+00,-7.98418833536408e-01
8.20295554651832e+00	1.09121456697028e+00,-8.00190987781397e-01
8.26001161443517e+00	1.08492383799836e+00,-8.01916752128211e-01
8.31746453868845e+00	1.07861698282487e+00,-8.03595942144226e-01
8.37531707963228e+00	1.07229451209594e+00,-8.05228381119460e-01
8.43357201682056e+00	1.06595693933188e+00,-8.06813900134285e-01
8.49223214914050e+00	1.05960478074450e+00,-8.08352338122034e-01
8.55130029494712e+00	1.05323855505258e+00,-8.09843541926414e-01
8.61077929219866e+00	1.04685878329565e+00,-8.11287366353667e-01
8.67067199859291e+00	1.04046598864612e+00,-8.12683674219416e-01
8.73098129170451e+00	1.03406069622010e+00,-8.14032336390127e-01
8.79171006912324e+00	1.02764343288699e+00,-8.15333231819136e-01
8.85286124859319e+00	1.02121472707808e+00,-8.16586247577218e-01
8.91443776815296e+00	1.01477510859415e+00,-8.17791278877609e-01
8.97644258627686e+00	1.00832510841258e+00,-8.18948229095512e-01
9.03887868201697e+00	1.00186525849383e+00,-8.20057009781997e-01
9.10174905514635e+00	9.95396091587644e-01,-8.21117540672319e-01
9.16505672630311e+00	9.88918141039138e-01,-8.22129749688618e-01
9.22880473713558e+00	9.82431940594917e-01,-8.23093572936997e-01
9.29299615044841e+00	9.75938024209435e-01,-8.24008954698982e-01
9.35763405034975e+00	9.69436925851779e-01,-8.24875847417366e-01
9.42272154239942e+00	9.62929179313048e-01,-8.25694211676444e-01
9.48826175375810e+00	9.56415318014530e-01,-8.26464016176668e-01
9.55425783333762e+00	9.49895874816845e-01,-8.27185237703743e-01
9.62071295195219e+00	9.43371381830238e-01,-8.27857861092189e-01
9.68763030247082e+00	9.36842370226232e-01,-8.28481879183426e-01
9.75501309997065e+00	9.30309370050753e-01,-8.29057292778396e-01
9.82286458189144e+00	9.23772910038995e-01,-8.29584110584812e-01
9.89118800819116e+00	9.17233517432127e-01,-8.30062349159063e-01
9.95998666150255e+00	9.10691717796059e-01,-8.30492032842851e-01
1.00292638472909e+01	9.04148034842427e-01,-8.30873193694625e-01
1.00990228940128e+01	8.97602990251945e-01,-8.31205871415899e-01
1.01692671532760e+01	8.91057103500348e-01,-8.31490113272524e-01
1.02400000000008e+01	8.84510891687015e-01,-8.31725974011014e-01
1.03112248325816e+01	8.77964869366504e-01,-8.31913515770009e-01
1.03829450730507e+01	8.71419548383088e-01,-8.32052807986988e-01
1.04551641672424e+01	8.64875437708509e-01,-8.32143927300325e-01
1.05278855849589e+01	8.58333043283053e-01,-8.32186957446806e-01
1.06011128201365e+01	8.51792867860111e-01,-8.32181989154730e-01
1.06748493910139e+01	8.45255410854366e-01,-8.32129120032694e-01
1.07490988403010e+01	8.38721168193729e-01,-8.32028454454210e-01
1.08238647353494e+01	8.32190632175177e-01,-8.31880103438273e-01
1.08991506683232e+01	8.25664291324602e-01,-8.31684184526023e-01
1.09749602563725e+01	8.19142630260798e-01,-8.31440821653626e-01
1.10512971418062e+01	8.12626129563698e-01,-8.31150145021530e-01
1.11281649922677e+01	8.06115265646991e-01,-8.30812290960251e-01
1.12055675009108e+01	7.99610510635188e-01,-8.30427401792809e-01
1.12835083865773e+01	7.93112332245274e-01,-8.29995625694003e-01
1.13619913939756e+01	7.86621193673027e-01,-8.29517116546667e-01
1.14410202938604e+01	7.80137553484069e-01,-8.28992033795058e-01
1.15205988832143e+01	7.73661865509779e-01,-8.28420542295555e-01
1.16007309854299e+01	7.67194578748096e-01,-8.27802812164835e-01
1.16814204504935e+01	7.60736137269319e-01,-8.27139018625673e-01
1.17626711551705e+01	7.54286980126943e-01,-8.26429341850564e-01
1.18444870031910e+01	7.47847541273605e-01,-8.25673966803314e-01
1.19268719254379e+01	7.41418249482187e-01,-8.24873083078793e-01
1.20098298801354e+01	7.34999528272119e-01,-8.24026884741012e-01
1.20933648530393e+01	7.28591795840917e-01,-8.23135570159687e-01
1.21774808576288e+01	7.22195465001013e-01,-8.22199341845518e-01
1.22621819352988e+01	7.15810943121862e-01,-8.21218406284282e-01
1.23474721555543e+01	7.09438632077398e-01,-8.20192973769990e-01
1.24333556162062e+01	7.03078928198803e-01,-8.19123258237237e-01
1.25198364435677e+01	6.96732222232634e-01,-8.18009477092943e-01
1.26069187926529e+01	6.90398899304290e-01,-8.16851851047655e-01
1.26946068473762e+01	6.84079338886822e-01,-8.15650603946601e-01
1.27829048207535e+01	6.77773914775082e-01,-8.14405962600635e-01
1.28718169551045e+01	6.71482995065169e-01,-8.13118156617289e-01
1.29613475222567e+01	6.65206942139195e-01,-8.11787418232085e-01
1.30515008237503e+01	6.58946112655283e-01,-8.10413982140269e-01
1.31422811910452e+01	6.52700857542831e-01,-8.08998085329158e-01
1.32336929857289e+01	6.46471522002933e-01,-8.07539966911249e-01
1.33257405997264e+01	6.40258445513973e-01,-8.06039867958270e-01
1.34184284555107e+01	6.34061961842298e-01,-8.04498031336326e-01
1.35117610063155e+01	6.27882399057935e-01,-8.02914701542305e-01
1.36057427363493e+01	6.21720079555285e-01,-8.01290124541704e-01
1.37003781610109e+01	6.15575320078725e-01,-7.99624547608025e-01
1.37956718271057e+01	6.09448431753057e-01,-7.97918219163898e-01
1.38916283130652e+01	6.03339720118711e-01,-7.96171388624080e-01
1.39882522291661e+01	5.97249485171631e-01,-7.94384306240473e-01
1.40855482177521e+01	5.91178021407766e-01,-7.92557222949303e-01
1.41835209534570e+01	5.85125617872054e-01,-7.90690390220608e-01
1.42821751434293e+01	5.79092558211829e-01,-7.88784059910147e-01
1.43815155275582e+01	5.73079120734532e-01,-7.86838484113900e-01
1.44815468787016e+01	5.67085578469640e-01,-7.84853915025233e-01
1.45822740029152e+01	5.61112199234696e-01,-7.82830604794912e-01
1.46837017396832e+01	5.55159245705337e-01,-7.80768805394029e-01
1.47858349621515e+01	5.49226975489200e-01,-7.78668768479992e-01
1.48886785773612e+01	5.43315641203599e-01,-7.76530745265667e-01
1.49922375264844e+01	5.37425490556842e-01,-7.74354986391799e-01
1.50965167850621e+01	5.31556766433075e-01,-7.72141741802783e-01
1.52015213632427e+01	5.25709706980531e-01,-7.69891260625914e-01
1.53072563060230e+01	5.19884545703038e-01,-7.67603791054181e-01
1.54137266934906e+01	5.14081511554678e-01,-7.65279580232712e-01
1.55209376410677e+01	5.08300829037453e-01,-7.62918874148933e-01
1.56288942997574e+01	5.02542718301827e-01,-7.60521917526537e-01
1.57376018563905e+01	4.96807395250004e-01,-7.58088953723316e-01
1.58470655338753e+01	4.91095071641816e-01,-7.55620224632945e-01
1.59572905914483e+01	4.85405955203062e-01,-7.53115970590755e-01
1.60682823249267e+01	4.79740249736187e-01,-7.50576430283582e-01
1.61800460669633e+01	4.74098155233128e-01,-7.48001840663708e-01
1.62925871873020e+01	4.68479867990204e-01,-7.45392436866975e-01
1.64059110930368e+01	4.62885580724914e-01,-7.42748452135108e-01
1.65200232288705e+01	4.57315482694468e-01,-7.40070117742251e-01
1.66349290773770e+01	4.51769759815948e-01,-7.37357662925799e-01
1.67506341592647e+01	4.46248594787926e-01,-7.34611314821521e-01
1.68671440336412e+01	4.40752167213400e-01,-7.31831298402995e-01
1.69844642982811e+01	4.35280653723922e-01,-7.29017836425405e-01
1.71026005898944e+01	4.29834228104745e-01,-7.26171149373660e-01
1.72215585843975e+01	4.24413061420874e-01,-7.23291455414897e-01
1.73413439971860e+01	4.19017322143859e-01,-7.20378970355339e-01
1.74619625834092e+01	4.13647176279203e-01,-7.17433907601512e-01
1.75834201382466e+01	4.08302787494231e-01,-7.14456478125821e-01
1.77057224971865e+01	4.02984317246287e-01,-7.11446890436470e-01
1.78288755363061e+01	3.97691924911128e-01,-7.08405350551712e-01
1.79528851725539e+01	3.92425767911359e-01,-7.05332061978409e-01
1.80777573640341e+01	3.87186001844799e-01,-7.02227225694882e-01
1.82034981102928e+01	3.81972780612615e-01,-6.99091040138011e-01
1.83301134526064e+01	3.76786256547118e-01,-6.95923701194565e-01
1.84576094742713e+01	3.71626580539083e-01,-6.92725402196726e-01
1.85859923008970e+01	3.66493902164451e-01,-6.89496333921750e-01
1.87152681006996e+01	3.61388369810310e-01,-6.86236684595746e-01
1.88454430847990e+01	3.56310130800014e-01,-6.82946639901492e-01
1.89765235075163e+01	3.51259331517331e-01,-6.79626382990274e-01
1.91085156666754e+01	3.46236117529488e-01,-6.76276094497659e-01
1.92414259039045e+01	3.41240633709017e-01,-6.72895952563161e-01
1.93752606049418e+01	3.36273024354267e-01,-6.69486132853733e-01
1.95100261999414e+01	3.31333433308488e-01,-6.66046808591021e-01
1.96457291637830e+01	3.26422004077368e-01,-6.62578150582302e-01
1.97823760163825e+01	3.21538879944934e-01,-6.59080327255049e-01
1.99199733230052e+01	3.16684204087698e-01,-6.55553504695034e-01
2.00585276945819e+01	3.11858119686961e-01,-6.51997846687901e-01
2.01980457880257e+01	3.07060770039181e-01,-6.48413514764118e-01
2.03385343065522e+01	3.02292298664305e-01,-6.44800668247242e-01
2.04800000000017e+01	2.97552849411988e-01,-6.41159464305393e-01
2.06224496651633e+01	2.92842566565607e-01,-6.37490058005854e-01
2.07658901461015e+01	2.88161594943989e-01,-6.33792602372727e-01
2.09103283344850e+01	2.83510080000785e-01,-6.30067248447515e-01
2.10557711699180e+01	2.78888167921400e-01,-6.26314145352576e-01
2.12022256402732e+01	2.74296005717429e-01,-6.22533440357322e-01
2.13496987820279e+01	2.69733741318513e-01,-6.18725278947095e-01
2.14981976806022e+01	2.65201523661565e-01,-6.14889804894586e-01
2.16477294706989e+01	2.60699502777306e-01,-6.11027160333736e-01
2.17983013366466e+01	2.56227829874058e-01,-6.07137485835990e-01
2.19499205127451e+01	2.51786657418724e-01,-6.03220920488812e-01
2.21025942836125e+01	2.47376139214936e-01,-5.99277601976358e-01
2.22563299845355e+01	2.42996430478316e-01,-5.95307666662205e-01
2.24111350018218e+01	2.38647687908799e-01,-5.91311249674029e-01
2.25670167731549e+01	2.34330069759994e-01,-5.87288484990126e-01
2.27239827879514e+01	2.30043735905560e-01,-5.83239505527675e-01
2.28820405877210e+01	2.25788847902545e-01,-5.79164443232637e-01
2.30411977664287e+01	2.21565569051681e-01,-5.75063429171183e-01
2.32014619708599e+01	2.17374064454616e-01,-5.70936593622543e-01
2.33628409009873e+01	2.13214501068056e-01,-5.66784066173186e-01
2.35253423103413e+01	2.09087047754808e-01,-5.62605975812203e-01
2.36889740063823e+01	2.04991875331718e-01,-5.58402451027807e-01
2.38537438508760e+01	2.00929156614499e-01,-5.54173619904849e-01
2.40196597602709e+01	1.96899066459437e-01,-5.49919610223224e-01
2.41867297060788e+01	1.92901781801994e-01,-5.45640549557099e-01
2.43549617152578e+01	1.88937481692291e-01,-5.41336565374833e-01
2.45243638705977e+01	1.85006347327503e-01,-5.37007785139507e-01
2.46949443111089e+01	1.81108562081158e-01,-5.32654336409962e-01
2.48667112324127e+01	1.77244311529370e-01,-5.28276346942239e-01
2.50396728871357e+01	1.73413783474016e-01,-5.23873944791351e-01
2.52138375853060e+01	1.69617167962878e-01,-5.19447258413257e-01
2.53892136947526e+01	1.65854657306783e-01,-5.14996416766978e-01
2.55658096415072e+01	1.62126446093757e-01,-5.10521549416754e-01
2.57436339102092e+01	1.58432731200240e-01,-5.06022786634149e-01
2.59226950445135e+01	1.54773711799372e-01,-5.01500259500023e-01
2.61030016475007e+01	1.51149589366411e-01,-4.96954100006289e-01
2.62845623820905e+01	1.47560567681305e-01,-4.92384441157373e-01
2.64673859714581e+01	1.44006852828461e-01,-4.87791417071296e-01
2.66514811994531e+01	1.40488653193767e-01,-4.83175163080301e-01
2.68368569110216e+01	1.37006179458895e-01,-4.78535815830953e-01
2.70235220126312e+01	1.33559644592948e-01,-4.73873513383646e-01
2.72114854726989e+01	1.30149263841487e-01,-4.69188395311431e-01
2.74007563220219e+01	1.26775254713009e-01,-4.64480602798122e-01
2.75913436542117e+01	1.23437836962904e-01,-4.59750278735597e-01
2.77832566261307e+01	1.20137232574979e-01,-4.54997567820247e-01
2.79765044583324e+01	1.16873665740565e-01,-4.50222616648506e-01
2.81710964355044e+01	1.13647362835315e-01,-4.45425573811418e-01
2.83670419069142e+01	1.10458552393696e-01,-4.40606589988175e-01
2.85643502868588e+01	1.07307465081294e-01,-4.35765818038594e-01
2.87630310551167e+01	1.04194333664945e-01,-4.30903413094472e-01
2.89630937574035e+01	1.01119392980784e-01,-4.26019532649791e-01
2.91645480058306e+01	9.80828799002657e-02,-4.21114336649719e-01
2.93674034793667e+01	9.50850332942175e-02,-4.16187987578382e-01
2.95716699243033e+01	9.21260939950013e-02,-4.11240650545374e-01
2.97773571547225e+01	8.92063047568332e-02,-4.06272493370965e-01
2.99844750529690e+01	8.63259102143377e-02,-4.01283686669983e-01
3.01930335701244e+01	8.34851568393979e-02,-3.96274403934363e-01
3.04030427264856e+01	8.06842928963665e-02,-3.91244821614314e-01
3.06145126120462e+01	7.79235683957020e-02,-3.86195119198108e-01
3.08274533869813e+01	7.52032350460958e-02,-3.81125479290468e-01
3.10418752821357e+01	7.25235462051540e-02,-3.76036087689544e-01
3.12577885995150e+01	6.98847568286962e-02,-3.70927133462469e-01
3.14752037127812e+01	6.72871234187362e-02,-3.65798809019487e-01
3.16941310677509e+01	6.47309039702043e-02,-3.60651310186655e-01
3.19145811828969e+01	6.22163579164718e-02,-3.55484836277113e-01
3.21365646498537e+01	5.97437460737435e-02,-3.50299590160931e-01
3.23600921339268e+01	5.73133305843663e-02,-3.45095778333526e-01
3.25851743746043e+01	5.49253748591199e-02,-3.39873610982679e-01
3.28118221860738e+01	5.25801435185437e-02,-3.34633302054136e-01
3.30400464577412e+01	5.02779023333506e-02,-3.29375069315824e-01
3.32698581547543e+01	4.80189181639853e-02,-3.24099134420699e-01
3.35012683185297e+01	4.58034588993735e-02,-3.18805722968221e-01
3.37342880672828e+01	4.36317933949157e-02,-3.13495064564510e-01
3.39689285965625e+01	4.15041914097687e-02,-3.08167392881170e-01
3.42052011797890e+01	3.94209235434619e-02,-3.02822945712835e-01
3.44431171687952e+01	3.73822611718919e-02,-2.97461965033441e-01
3.46826879943722e+01	3.53884763827351e-02,-2.92084697051264e-01
3.49239251668186e+01	3.34398419103170e-02,-2.86691392262748e-01
3.51668402764935e+01	3.15366310699755e-02,-2.81282305505157e-01
3.54114449943733e+01	2.96791176919503e-02,-2.75857696008079e-01
3.56577510726124e+01	2.78675760548323e-02,-2.70417827443829e-01
3.59057703451080e+01	2.61022808185982e-02,-2.64962967976758e-01
3.61555147280684e+01	2.43835069572602e-02,-2.59493390311543e-01
3.64069962205859e+01	2.27115296911528e-02,-2.54009371740459e-01
3.66602269052130e+01	2.10866244188777e-02,-2.48511194189696e-01
3.69152189485429e+01	1.95090666489234e-02,-2.42999144264745e-01
3.71719846017942e+01	1.79791319309807e-02,-2.37473513294906e-01
3.74305362013996e+01	1.64970957869588e-02,-2.31934597376940e-01
3.76908861695982e+01	1.50632336417182e-02,-2.26382697417922e-01
3.79530470150330e+01	1.36778207535277e-02,-2.20818119177335e-01
3.82170313333510e+01	1.23411321442425e-02,-2.15241173308427e-01
3.84828518078094e+01	1.10534425292155e-02,-2.09652175398896e-01
3.87505212098839e+01	9.81502624693335e-03,-2.04051446010930e-01
3.90200523998832e+01	8.62615718837440e-03,-1.98439310720642e-01
3.92914583275663e+01	7.48710872608427e-03,-1.92816100156951e-01
3.95647520327652e+01	6.39815364295685e-03,-1.87182150039927e-01
3.98399466460108e+01	5.35956406070983e-03,-1.81537801218671e-01
4.01170553891641e+01	4.37161136803879e-03,-1.75883399708732e-01
4.03960915760516e+01	3.43456614843159e-03,-1.70219296729129e-01
4.06770686131046e+01	2.54869810762596e-03,-1.64545848738992e-01
4.09600000000037e+01	1.71427600068154e-03,-1.58863417473871e-01
4.12448993303269e+01	9.31567558645796e-04,-1.53172369981739e-01
4.15317802922033e+01	2.00839414782329e-04,-1.47473078658724e-01
4.18206566689704e+01	-4.77642969666664e-04,-1.41765921284604e-01
4.21115423398363e+01	-1.10361538021973e-03,-1.36051281058088e-01
4.24044512805466e+01	-1.67681492443030e-03,-1.30329546631910e-01
4.26993975640562e+01	-2.19698010773465e-03,-1.24601112147770e-01
4.29963953612047e+01	-2.66385090991404e-03,-1.18866377271141e-01
4.32954589413980e+01	-3.07716886221189e-03,-1.13125747225959e-01
4.35966026732936e+01	-3.43667712515218e-03,-1.07379632829221e-01
4.38998410254905e+01	-3.74212056710370e-03,-1.01628450525509e-01
4.42051885672253e+01	-3.99324584363895e-03,-9.58726224214484e-02
4.45126599690714e+01	-4.18980147773833e-03,-9.01125763201198e-02
4.48222700036440e+01	-4.33153794088998e-03,-8.43487457554328e-02
4.51340335463101e+01	-4.41820773514118e-03,-7.85815700264622e-02
4.54479655759031e+01	-4.44956547615192e-03,-7.28114942317624e-02
4.57640811754423e+01	-4.42536797731233e-03,-6.70389693036509e-02
4.60823955328578e+01	-4.34537433497825e-03,-6.12644520424669e-02
4.64029239417201e+01	-4.20934601488308e-03,-5.54884051507978e-02
4.67256818019749e+01	-4.01704693979087e-03,-4.97112972676644e-02
4.70506846206829e+01	-3.76824357844491e-03,-4.39336030026606e-02
4.73779480127649e+01	-3.46270503587983e-03,-3.81558029700277e-02
4.77074877017523e+01	-3.10020314515658e-03,-3.23783838226483e-02
4.80393195205422e+01	-2.68051256058396e-03,-2.66018382859443e-02
4.83734594121580e+01	-2.20341085249248e-03,-2.08266651916480e-02
4.87099234305159e+01	-1.66867860362219e-03,-1.50533695114252e-02
4.90487277411958e+01	-1.07609950719163e-03,-9.28246239031982e-03
4.93898886222181e+01	-4.25460466710262e-04,-3.51446117998283e-03
4.97334224648257e+01	2.83448302397722e-04,2.25011052834738e-03
5.00793457742717e+01	1.05083316929766e-03,8.01072287115861e-03
5.04276751706124e+01	1.87689698230796e-03,1.37668396803095e-02
5.07784273895056e+01	2.76183896146300e-03,1.95179184510626e-02
5.11316192830147e+01	3.70585458900687e-03,2.52634103105473e-02
5.14872678204188e+01	4.70913549776130e-03,3.10027599867178e-02
5.18453900890274e+01	5.77186935729983e-03,3.67354057778538e-02
5.22060032950018e+01	6.89423975787036e-03,4.24607795226782e-02
5.25691247641814e+01	8.07642609200510e-03,4.81783065711486e-02
5.29347719429166e+01	9.31860343375849e-03,5.38874057559968e-02
5.33029623989065e+01	1.06209424155165e-02,5.95874893650883e-02
5.36737138220435e+01	1.19836091023202e-02,6.52779631146807e-02
5.40470440252628e+01	1.34067648636507e-02,7.09582261236595e-02
5.44229709453982e+01	1.48905662426195e-02,7.66276708888386e-02
5.48015126440442e+01	1.64351648225183e-02,8.22856832614092e-02
5.51826873084238e+01	1.80407070906769e-02,8.79316424246350e-02
5.55665132522618e+01	1.97073342995800e-02,9.35649208728839e-02
5.59530089166652e+01	2.14351823252068e-02,9.91848843920933e-02
5.63421928710092e+01	2.32243815225423e-02,1.04790892041784e-01
5.67340838138288e+01	2.50750565782306e-02,1.10382296138709e-01
5.71287005737179e+01	2.69873263603253e-02,1.15958442242264e-01
5.75260621102337e+01	2.89613037651132e-02,1.21518669141762e-01
5.79261875148074e+01	3.09970955609731e-02,1.27062308845693e-01
5.83290960116615e+01	3.30948022292496e-02,1.32588686573084e-01
5.87348069587338e+01	3.52545178021133e-02,1.38097120747085e-01
