Freq.	V(vout)
1.85070109424852e-01	2.27595538968104e-01,5.81183865888171e-01
1.86357373834959e-01	2.30384532808163e-01,5.84184234087460e-01
1.87653591877106e-01	2.33202893060161e-01,5.87187162259048e-01
1.88958825828731e-01	2.36050810706217e-01,5.90192391118570e-01
1.90273138400441e-01	2.38928475006661e-01,5.93199656747882e-01
1.91596592739035e-01	2.41836073410673e-01,5.96208690576374e-01
1.92929252430528e-01	2.44773791465548e-01,5.99219219363813e-01
1.94271181503214e-01	2.47741812724570e-01,6.02230965184735e-01
1.95622444430737e-01	2.50740318653527e-01,6.05243645414463e-01
1.96983106135193e-01	2.53769488535884e-01,6.08256972716788e-01
1.98353231990244e-01	2.56829499376624e-01,6.11270655033374e-01
1.99732887824264e-01	2.59920525804801e-01,6.14284395574942e-01
2.01122139923499e-01	2.63042739974799e-01,6.17297892814283e-01
2.02521055035251e-01	2.66196311466348e-01,6.20310840481152e-01
2.03929700371088e-01	2.69381407183311e-01,6.23322927559107e-01
2.05348143610071e-01	2.72598191251276e-01,6.26333838284335e-01
2.06776452902005e-01	2.75846824913978e-01,6.29343252146527e-01
2.08214696870716e-01	2.79127466428593e-01,6.32350843891858e-01
2.09662944617345e-01	2.82440270959927e-01,6.35356283528114e-01
2.11121265723670e-01	2.85785390473555e-01,6.38359236332043e-01
2.12589730255449e-01	2.89162973627928e-01,6.41359362858956e-01
2.14068408765785e-01	2.92573165665499e-01,6.44356318954653e-01
2.15557372298518e-01	2.96016108302919e-01,6.47349755769717e-01
2.17056692391635e-01	2.99491939620327e-01,6.50339319776237e-01
2.18566441080710e-01	3.03000793949807e-01,6.53324652787000e-01
2.20086690902366e-01	3.06542801763039e-01,6.56305391977215e-01
2.21617514897755e-01	3.10118089558206e-01,6.59281169908818e-01
2.23158986616072e-01	3.13726779746216e-01,6.62251614557402e-01
2.24711180118087e-01	3.17368990536276e-01,6.65216349341834e-01
2.26274169979703e-01	3.21044835820904e-01,6.68174993156591e-01
2.27848031295539e-01	3.24754425060405e-01,6.71127160406883e-01
2.29432839682540e-01	3.28497863166909e-01,6.74072461046592e-01
2.31028671283607e-01	3.32275250388013e-01,6.77010500619087e-01
2.32635602771258e-01	3.36086682190087e-01,6.79940880300942e-01
2.34253711351308e-01	3.39932249141348e-01,6.82863196948627e-01
2.35883074766584e-01	3.43812036794732e-01,6.85777043148181e-01
2.37523771300656e-01	3.47726125570666e-01,6.88682007267941e-01
2.39175879781598e-01	3.51674590639801e-01,6.91577673514337e-01
2.40839479585779e-01	3.55657501805790e-01,6.94463621990810e-01
2.42514650641672e-01	3.59674923388193e-01,6.97339428759876e-01
2.44201473433698e-01	3.63726914105580e-01,7.00204665908380e-01
2.45900029006090e-01	3.67813526958926e-01,7.03058901615961e-01
2.47610398966791e-01	3.71934809115388e-01,7.05901700226766e-01
2.49332665491369e-01	3.76090801792534e-01,7.08732622324436e-01
2.51066911326969e-01	3.80281540143137e-01,7.11551224810391e-01
2.52813219796289e-01	3.84507053140604e-01,7.14357060985436e-01
2.54571674801583e-01	3.88767363465149e-01,7.17149680634705e-01
2.56342360828688e-01	3.93062487390805e-01,7.19928630115970e-01
2.58125362951089e-01	3.97392434673358e-01,7.22693452451321e-01
2.59920766834005e-01	4.01757208439322e-01,7.25443687422229e-01
2.61728658738499e-01	4.06156805076039e-01,7.28178871668015e-01
2.63549125525633e-01	4.10591214123015e-01,7.30898538787708e-01
2.65382254660631e-01	4.15060418164591e-01,7.33602219445327e-01
2.67228134217088e-01	4.19564392724065e-01,7.36289441478549e-01
2.69086852881198e-01	4.24103106159348e-01,7.38959730010803e-01
2.70958499956018e-01	4.28676519560288e-01,7.41612607566744e-01
2.72843165365756e-01	4.33284586647752e-01,7.44247594191122e-01
2.74740939660091e-01	4.37927253674587e-01,7.46864207571039e-01
2.76651914018527e-01	4.42604459328558e-01,7.49461963161540e-01
2.78576180254770e-01	4.47316134637386e-01,7.52040374314570e-01
2.80513830821141e-01	4.52062202875993e-01,7.54598952411230e-01
2.82464958813020e-01	4.56842579476068e-01,7.57137206997329e-01
2.84429657973313e-01	4.61657171938057e-01,7.59654645922186e-01
2.86408022696961e-01	4.66505879745708e-01,7.62150775480669e-01
2.88400148035476e-01	4.71388594283269e-01,7.64625100558396e-01
2.90406129701502e-01	4.76305198755456e-01,7.67077124780098e-01
2.92426064073419e-01	4.81255568110310e-01,7.69506350661054e-01
2.94460048199971e-01	4.86239568965046e-01,7.71912279761584e-01
2.96508179804929e-01	4.91257059535015e-01,7.74294412844521e-01
2.98570557291789e-01	4.96307889565882e-01,7.76652250035609e-01
3.00647279748495e-01	5.01391900269144e-01,7.78985290986770e-01
3.02738446952202e-01	5.06508924261081e-01,7.81293035042157e-01
3.04844159374071e-01	5.11658785505260e-01,7.83574981406935e-01
3.06964518184096e-01	5.16841299258702e-01,7.85830629318718e-01
3.09099625255962e-01	5.22056272021812e-01,7.88059478221552e-01
3.11249583171943e-01	5.27303501492169e-01,7.90261027942395e-01
3.13414495227828e-01	5.32582776522305e-01,7.92434778869988e-01
3.15594465437887e-01	5.37893877081544e-01,7.94580232136017e-01
3.17789598539863e-01	5.43236574222020e-01,7.96696889798482e-01
3.20000000000012e-01	5.48610630048963e-01,7.98784255027169e-01
3.22225776018162e-01	5.54015797695348e-01,8.00841832291111e-01
3.24467033532821e-01	5.59451821300996e-01,8.02869127547934e-01
3.26723880226314e-01	5.64918435996230e-01,8.04865648434977e-01
3.28996424529954e-01	5.70415367890145e-01,8.06830904462067e-01
3.31284775629253e-01	5.75942334063608e-01,8.08764407205815e-01
3.33589043469171e-01	5.81499042567035e-01,8.10665670505334e-01
3.35909338759394e-01	5.87085192423045e-01,8.12534210659224e-01
3.38245772979654e-01	5.92700473634053e-01,8.14369546623700e-01
3.40598458385088e-01	5.98344567194869e-01,8.16171200211740e-01
3.42967508011627e-01	6.04017145110380e-01,8.17938696293094e-01
3.45353035681430e-01	6.09717870418346e-01,8.19671562995020e-01
3.47755156008352e-01	6.15446397217410e-01,8.21369331903598e-01
3.50173984403450e-01	6.21202370700333e-01,8.23031538265488e-01
3.52609637080529e-01	6.26985427192518e-01,8.24657721189955e-01
3.55062231061724e-01	6.32795194195875e-01,8.26247423851022e-01
3.57531884183124e-01	6.38631290438043e-01,8.27800193689603e-01
3.60018715100433e-01	6.44493325927012e-01,8.29315582615424e-01
3.62522843294669e-01	6.50380902011186e-01,8.30793147208618e-01
3.65044389077910e-01	6.56293611444866e-01,8.32232448920777e-01
3.67583473599065e-01	6.62231038459231e-01,8.33633054275349e-01
3.70140218849706e-01	6.68192758838771e-01,8.34994535067165e-01
3.72714747669920e-01	6.74178340003206e-01,8.36316468560960e-01
3.75307183754216e-01	6.80187341094890e-01,8.37598437688710e-01
3.77917651657464e-01	6.86219313071684e-01,8.38840031245604e-01
3.80546276800886e-01	6.92273798805288e-01,8.40040844084491e-01
3.83193185478072e-01	6.98350333185025e-01,8.41200477308626e-01
3.85858504861058e-01	7.04448443227028e-01,8.42318538462541e-01
3.88542363006430e-01	7.10567648188832e-01,8.43394641720875e-01
3.91244888861477e-01	7.16707459689305e-01,8.44428408074980e-01
3.93966212270389e-01	7.22867381833893e-01,8.45419465517136e-01
3.96706463980491e-01	7.29046911345123e-01,8.46367449222204e-01
3.99465775648532e-01	7.35245537698315e-01,8.47272001726554e-01
4.02244279847001e-01	7.41462743262431e-01,8.48132773104078e-01
4.05042110070506e-01	7.47698003446004e-01,8.48949421139139e-01
4.07859400742180e-01	7.53950786848074e-01,8.49721611496279e-01
4.10696287220146e-01	7.60220555414036e-01,8.50449017886530e-01
4.13552905804014e-01	7.66506764596340e-01,8.51131322230150e-01
4.16429393741435e-01	7.72808863519917e-01,8.51768214815641e-01
4.19325889234693e-01	7.79126295152278e-01,8.52359394454876e-01
4.22242531447343e-01	7.85458496478131e-01,8.52904568634192e-01
4.25179460510901e-01	7.91804898678452e-01,8.53403453661288e-01
4.28136817531573e-01	7.98164927313867e-01,8.53855774807786e-01
4.31114744597038e-01	8.04538002512232e-01,8.54261266447294e-01
4.34113384783273e-01	8.10923539160289e-01,8.54619672188865e-01
4.37132882161424e-01	8.17320947099263e-01,8.54930745005665e-01
4.40173381804736e-01	8.23729631324260e-01,8.55194247358760e-01
4.43235029795514e-01	8.30148992187328e-01,8.55409951315869e-01
4.46317973232148e-01	8.36578425604037e-01,8.55577638664965e-01
4.49422360236178e-01	8.43017323263418e-01,8.55697101022605e-01
4.52548339959409e-01	8.49465072841115e-01,8.55768139936882e-01
4.55696062591082e-01	8.55921058215577e-01,8.55790566984866e-01
4.58865679365084e-01	8.62384659687144e-01,8.55764203864464e-01
4.62057342567218e-01	8.68855254199839e-01,8.55688882480573e-01
4.65271205542519e-01	8.75332215565701e-01,8.55564445025446e-01
4.68507422702620e-01	8.81814914691495e-01,8.55390744053188e-01
4.71766149533172e-01	8.88302719807595e-01,8.55167642548286e-01
4.75047542601315e-01	8.94794996698884e-01,8.54895013988117e-01
4.78351759563200e-01	9.01291108937472e-01,8.54572742399360e-01
4.81678959171562e-01	9.07790418117035e-01,8.54200722408244e-01
4.85029301283348e-01	9.14292284088620e-01,8.53778859284579e-01
4.88402946867399e-01	9.20796065197674e-01,8.53307068979538e-01
4.91800058012185e-01	9.27301118522154e-01,8.52785278157118e-01
4.95220797933586e-01	9.33806800111483e-01,8.52213424219286e-01
4.98665330982741e-01	9.40312465226184e-01,8.51591455324735e-01
5.02133822653942e-01	9.46817468577968e-01,8.50919330401272e-01
5.05626439592583e-01	9.53321164570109e-01,8.50197019151797e-01
5.09143349603170e-01	9.59822907537879e-01,8.49424502053883e-01
5.12684721657380e-01	9.66322051988857e-01,8.48601770352939e-01
5.16250725902183e-01	9.72817952842924e-01,8.47728826048983e-01
5.19841533668013e-01	9.79309965671715e-01,8.46805681877026e-01
5.23457317477002e-01	9.85797446937368e-01,8.45832361281093e-01
5.27098251051269e-01	9.92279754230348e-01,8.44808898381910e-01
5.30764509321266e-01	9.98756246506155e-01,8.43735337938289e-01
5.34456268434179e-01	1.00522628432074e+00,8.42611735302252e-01
5.38173705762401e-01	1.01168923006439e+00,8.41438156367950e-01
5.41916999912041e-01	1.01814444819397e+00,8.40214677514425e-01
5.45686330731516e-01	1.02459130546327e+00,8.38941385542276e-01
5.49481879320186e-01	1.03102917115126e+00,8.37618377604305e-01
5.53303828037058e-01	1.03745741728814e+00,8.36245761130210e-01
5.57152360509544e-01	1.04387541887898e+00,8.34823653745409e-01
5.61027661642287e-01	1.05028255412470e+00,8.33352183184087e-01
5.64929917626044e-01	1.05667820464035e+00,8.31831487196544e-01
5.68859315946630e-01	1.06306175567040e+00,8.30261713450959e-01
5.72816045393927e-01	1.06943259630095e+00,8.28643019429669e-01
5.76800296070957e-01	1.07579011966866e+00,8.26975572320068e-01
5.80812259403008e-01	1.08213372316629e+00,8.25259548900242e-01
5.84852128146842e-01	1.08846280864461e+00,8.23495135419469e-01
5.88920096399946e-01	1.09477678261066e+00,8.21682527473698e-01
5.93016359609864e-01	1.10107505642210e+00,8.19821929876144e-01
5.97141114583583e-01	1.10735704647755e+00,8.17913556523122e-01
6.01294559496994e-01	1.11362217440287e+00,8.15957630255279e-01
6.05476893904408e-01	1.11986986723310e+00,8.13954382714342e-01
6.09688318748147e-01	1.12609955759007e+00,8.11904054195541e-01
6.13929036368197e-01	1.13231068385549e+00,8.09806893495865e-01
6.18199250511929e-01	1.13850269033948e+00,8.07663157758283e-01
6.22499166343890e-01	1.14467502744434e+00,8.05473112312094e-01
6.26828990455661e-01	1.15082715182353e+00,8.03237030509583e-01
6.31188930875778e-01	1.15695852653578e+00,8.00955193559110e-01
6.35579197079731e-01	1.16306862119419e+00,7.98627890354836e-01
6.40000000000029e-01	1.16915691211026e+00,7.96255417303201e-01
6.44451552036329e-01	1.17522288243281e+00,7.93838078146385e-01
6.48934067065648e-01	1.18126602228168e+00,7.91376183782851e-01
6.53447760452633e-01	1.18728582887614e+00,7.88870052085213e-01
6.57992849059912e-01	1.19328180665802e+00,7.86320007715534e-01
6.62569551258511e-01	1.19925346740946e+00,7.83726381938270e-01
6.67178086938348e-01	1.20520033036520e+00,7.81089512431022e-01
6.71818677518793e-01	1.21112192231949e+00,7.78409743093259e-01
6.76491545959314e-01	1.21701777772746e+00,7.75687423853198e-01
6.81196916770181e-01	1.22288743880101e+00,7.72922910473011e-01
6.85935016023259e-01	1.22873045559917e+00,7.70116564352526e-01
6.90706071362865e-01	1.23454638611292e+00,7.67268752331606e-01
6.95510312016709e-01	1.24033479634450e+00,7.64379846491368e-01
7.00347968806905e-01	1.24609526038108e+00,7.61450223954414e-01
7.05219274161063e-01	1.25182736046300e+00,7.58480266684252e-01
7.10124462123453e-01	1.25753068704642e+00,7.55470361284060e-01
7.15063768366254e-01	1.26320483886047e+00,7.52420898794978e-01
7.20037430200871e-01	1.26884942295887e+00,7.49332274494075e-01
7.25045686589345e-01	1.27446405476619e+00,7.46204887692167e-01
7.30088778155825e-01	1.28004835811853e+00,7.43039141531638e-01
7.35166947198137e-01	1.28560196529891e+00,7.39835442784425e-01
7.40280437699418e-01	1.29112451706726e+00,7.36594201650329e-01
7.45429495339846e-01	1.29661566268515e+00,7.33315831555787e-01
7.50614367508437e-01	1.30207505993515e+00,7.30000748953283e-01
7.55835303314935e-01	1.30750237513512e+00,7.26649373121512e-01
7.61092553601777e-01	1.31289728314730e+00,7.23262125966470e-01
7.66386370956150e-01	1.31825946738227e+00,7.19839431823597e-01
7.71717009722123e-01	1.32358861979802e+00,7.16381717261107e-01
7.77084726012866e-01	1.32888444089396e+00,7.12889410884653e-01
7.82489777722961e-01	1.33414663970016e+00,7.09362943143439e-01
7.87932424540784e-01	1.33937493376174e+00,7.05802746137917e-01
7.93412927960989e-01	1.34456904911864e+00,7.02209253429203e-01
7.98931551297069e-01	1.34972872028067e+00,6.98582899850299e-01
8.04488559694008e-01	1.35485369019813e+00,6.94924121319270e-01
8.10084220141018e-01	1.35994371022794e+00,6.91233354654462e-01
8.15718801484367e-01	1.36499854009548e+00,6.87511037391892e-01
8.21392574440298e-01	1.37001794785209e+00,6.83757607604888e-01
8.27105811608035e-01	1.37500170982859e+00,6.79973503726089e-01
8.32858787482877e-01	1.37994961058455e+00,6.76159164371916e-01
8.38651778469393e-01	1.38486144285381e+00,6.72315028169573e-01
8.44485062894693e-01	1.38973700748605e+00,6.68441533586686e-01
8.50358921021808e-01	1.39457611338467e+00,6.64539118763660e-01
8.56273635063153e-01	1.39937857744104e+00,6.60608221348827e-01
8.62229489194083e-01	1.40414422446521e+00,6.56649278336458e-01
8.68226769566552e-01	1.40887288711333e+00,6.52662725907718e-01
8.74265764322855e-01	1.41356440581158e+00,6.48648999274613e-01
8.80346763609478e-01	1.41821862867714e+00,6.44608532527009e-01
8.86470059591035e-01	1.42283541143592e+00,6.40541758482771e-01
8.92635946464303e-01	1.42741461733743e+00,6.36449108541063e-01
8.98844720472362e-01	1.43195611706677e+00,6.32331012538887e-01
9.05096679918825e-01	1.43645978865389e+00,6.28187898610879e-01
9.11392125182170e-01	1.44092551738029e+00,6.24020193052409e-01
9.17731358730174e-01	1.44535319568313e+00,6.19828320186043e-01
9.24114685134443e-01	1.44974272305698e+00,6.15612702231361e-01
9.30542411085044e-01	1.45409400595338e+00,6.11373759178201e-01
9.37014845405246e-01	1.45840695767808e+00,6.07111908663325e-01
9.43532299066351e-01	1.46268149828636e+00,6.02827565850545e-01
9.50095085202638e-01	1.46691755447634e+00,5.98521143314318e-01
9.56703519126407e-01	1.47111505948046e+00,5.94193050926839e-01
9.63357918343130e-01	1.47527395295527e+00,5.89843695748624e-01
9.70058602566703e-01	1.47939418086956e+00,5.85473481922604e-01
9.76805893734806e-01	1.48347569539103e+00,5.81082810571733e-01
9.83600116024376e-01	1.48751845477147e+00,5.76672079700109e-01
9.90441595867179e-01	1.49152242323077e+00,5.72241684097611e-01
9.97330661965489e-01	1.49548757083961e+00,5.67792015248041e-01
1.00426764530789e+00	1.49941387340108e+00,5.63323461240769e-01
1.01125287918517e+00	1.50330131233139e+00,5.58836406685868e-01
1.01828669920635e+00	1.50714987453954e+00,5.54331232632726e-01
1.02536944331477e+00	1.51095955230633e+00,5.49808316492132e-01
1.03250145180437e+00	1.51473034316253e+00,5.45268031961787e-01
1.03968306733603e+00	1.51846224976651e+00,5.40710748955253e-01
1.04691463495401e+00	1.52215527978134e+00,5.36136833534309e-01
1.05419650210255e+00	1.52580944575145e+00,5.31546647844665e-01
1.06152901864254e+00	1.52942476497890e+00,5.26940550055041e-01
1.06891253686837e+00	1.53300125939942e+00,5.22318894299566e-01
1.07634741152481e+00	1.53653895545829e+00,5.17682030623454e-01
1.08383399982409e+00	1.54003788398604e+00,5.13030304931954e-01
1.09137266146304e+00	1.54349808007424e+00,5.08364058942506e-01
1.09896375864038e+00	1.54691958295122e+00,5.03683630140098e-01
1.10660765607412e+00	1.55030243585803e+00,4.98989351735753e-01
1.11430472101910e+00	1.55364668592449e+00,4.94281552628146e-01
1.12205532328458e+00	1.55695238404561e+00,4.89560557368267e-01
1.12985983525210e+00	1.56021958475831e+00,4.84826686127130e-01
1.13771863189327e+00	1.56344834611851e+00,4.80080254666450e-01
1.14563209078786e+00	1.56663872957873e+00,4.75321574312270e-01
1.15360059214192e+00	1.56979079986621e+00,4.70550951931474e-01
1.16162451880603e+00	1.57290462486161e+00,4.65768689911150e-01
1.16970425629369e+00	1.57598027547839e+00,4.60975086140755e-01
1.17784019279990e+00	1.57901782554281e+00,4.56170433997036e-01
1.18603271921974e+00	1.58201735167478e+00,4.51355022331645e-01
1.19428222916717e+00	1.58497893316943e+00,4.46529135461423e-01
1.20258911899400e+00	1.58790265187965e+00,4.41693053161283e-01
1.21095378780883e+00	1.59078859209935e+00,4.36847050659644e-01
1.21937663749630e+00	1.59363684044787e+00,4.31991398636389e-01
1.22785807273640e+00	1.59644748575522e+00,4.27126363223253e-01
1.23639850102387e+00	1.59922061894843e+00,4.22252206006640e-01
1.24499833268779e+00	1.60195633293893e+00,4.17369184032779e-01
1.25365798091133e+00	1.60465472251108e+00,4.12477549815180e-01
1.26237786175157e+00	1.60731588421179e+00,4.07577551344357e-01
1.27115839415947e+00	1.60993991624132e+00,4.02669432099733e-01
1.28000000000007e+00	1.61252691834532e+00,3.97753431063702e-01
1.28890310407267e+00	1.61507699170809e+00,3.92829782737794e-01
1.29786813413130e+00	1.61759023884705e+00,3.87898717160872e-01
1.30689552090528e+00	1.62006676350858e+00,3.82960459929337e-01
1.31598569811983e+00	1.62250667056513e+00,3.78015232219280e-01
1.32513910251703e+00	1.62491006591364e+00,3.73063250810521e-01
1.33435617387671e+00	1.62727705637536e+00,3.68104728112496e-01
1.34363735503760e+00	1.62960774959704e+00,3.63139872191947e-01
1.35298309191864e+00	1.63190225395348e+00,3.58168886802354e-01
1.36239383354037e+00	1.63416067845153e+00,3.53191971415065e-01
1.37187003204653e+00	1.63638313263552e+00,3.48209321252086e-01
1.38141214272574e+00	1.63856972649404e+00,3.43221127320459e-01
1.39102062403343e+00	1.64072057036834e+00,3.38227576448219e-01
1.40069593761382e+00	1.64283577486202e+00,3.33228851321837e-01
1.41043854832214e+00	1.64491545075229e+00,3.28225130525151e-01
1.42024892424692e+00	1.64695970890274e+00,3.23216588579702e-01
1.43012753673252e+00	1.64896866017747e+00,3.18203395986450e-01
1.44007486040175e+00	1.65094241535688e+00,3.13185719268827e-01
1.45009137317870e+00	1.65288108505485e+00,3.08163721017071e-01
1.46017755631166e+00	1.65478477963746e+00,3.03137559933814e-01
1.47033389439628e+00	1.65665360914322e+00,2.98107390880873e-01
1.48056087539885e+00	1.65848768320484e+00,2.93073364927204e-01
1.49085899067970e+00	1.66028711097246e+00,2.88035629397986e-01
1.50122873501688e+00	1.66205200103846e+00,2.82994327924786e-01
1.51167060662988e+00	1.66378246136372e+00,2.77949600496770e-01
1.52218510720356e+00	1.66547859920546e+00,2.72901583512934e-01
1.53277274191231e+00	1.66714052104653e+00,2.67850409835295e-01
1.54343401944426e+00	1.66876833252628e+00,2.62796208843027e-01
1.55416945202574e+00	1.67036213837288e+00,2.57739106487499e-01
1.56497955544593e+00	1.67192204233716e+00,2.52679225348171e-01
1.57586484908158e+00	1.67344814712800e+00,2.47616684689341e-01
1.58682585592199e+00	1.67494055434912e+00,2.42551600517675e-01
1.59786310259415e+00	1.67639936443748e+00,2.37484085640519e-01
1.60897711938803e+00	1.67782467660303e+00,2.32414249724941e-01
1.62016844028205e+00	1.67921658877010e+00,2.27342199357489e-01
1.63143760296874e+00	1.68057519752013e+00,2.22268038104615e-01
1.64278514888061e+00	1.68190059803589e+00,2.17191866573762e-01
1.65421162321608e+00	1.68319288404727e+00,2.12113782475063e-01
1.66571757496577e+00	1.68445214777835e+00,2.07033880683634e-01
1.67730355693880e+00	1.68567847989608e+00,2.01952253302444e-01
1.68897012578940e+00	1.68687196946026e+00,1.96868989725717e-01
1.70071784204363e+00	1.68803270387506e+00,1.91784176702854e-01
1.71254727012632e+00	1.68916076884189e+00,1.86697898402853e-01
1.72445897838818e+00	1.69025624831371e+00,1.81610236479189e-01
1.73645353913312e+00	1.69131922445075e+00,1.76521270135149e-01
1.74853152864572e+00	1.69234977757761e+00,1.71431076189591e-01
1.76069352721897e+00	1.69334798614177e+00,1.66339729143097e-01
1.77294011918208e+00	1.69431392667343e+00,1.61247301244526e-01
1.78527189292862e+00	1.69524767374679e+00,1.56153862557910e-01
1.79768944094474e+00	1.69614929994264e+00,1.51059481029706e-01
1.81019335983766e+00	1.69701887581235e+00,1.45964222556370e-01
1.82278425036435e+00	1.69785646984311e+00,1.40868151052235e-01
1.83546271746036e+00	1.69866214842463e+00,1.35771328517679e-01
1.84822937026890e+00	1.69943597581708e+00,1.30673815107565e-01
1.86108482217010e+00	1.70017801412037e+00,1.25575669199934e-01
1.87402969081050e+00	1.70088832324479e+00,1.20476947464941e-01
1.88706459813271e+00	1.70156696088286e+00,1.15377704934014e-01
1.90019017040529e+00	1.70221398248257e+00,1.10277995069217e-01
1.91340703825283e+00	1.70282944122182e+00,1.05177869832815e-01
1.92671583668627e+00	1.70341338798423e+00,1.00077379757017e-01
1.94011720513342e+00	1.70396587133616e+00,9.49765740138830e-02
1.95361178746963e+00	1.70448693750500e+00,8.98755004853906e-02
1.96720023204877e+00	1.70497663035878e+00,8.47742058336372e-02
1.98088319173437e+00	1.70543499138694e+00,7.96727355711781e-02
1.99466132393099e+00	1.70586205968242e+00,7.45711341314749e-02
2.00853529061580e+00	1.70625787192495e+00,6.94694449394532e-02
2.02250575837036e+00	1.70662246236562e+00,6.43677104821570e-02
2.03657339841271e+00	1.70695586281262e+00,5.92659723794786e-02
2.05073888662955e+00	1.70725810261828e+00,5.41642714549707e-02
2.06500290360876e+00	1.70752920866721e+00,4.90626478067144e-02
2.07936613467208e+00	1.70776920536582e+00,4.39611408782380e-02
2.09382926990804e+00	1.70797811463292e+00,3.88597895294853e-02
2.10839300420511e+00	1.70815595589158e+00,3.37586321078067e-02
2.12305803728509e+00	1.70830274606217e+00,2.86577065189784e-02
2.13782507373675e+00	1.70841849955667e+00,2.35570502982364e-02
2.15269482304963e+00	1.70850322827406e+00,1.84567006813046e-02
2.16766799964819e+00	1.70855694159705e+00,1.33566946754279e-02
2.18274532292609e+00	1.70857964638986e+00,8.25706913038351e-03
2.19792751728078e+00	1.70857134699732e+00,3.15786080946986e-03
2.21321531214826e+00	1.70853204524507e+00,-1.94089353953652e-03
2.22860944203821e+00	1.70846174044099e+00,-7.03915711346875e-03
2.24411064656918e+00	1.70836042937784e+00,-1.21368929829084e-02
2.25971967050421e+00	1.70822810633703e+00,-1.72340640213827e-02
2.27543726378655e+00	1.70806476309364e+00,-2.23306328346361e-02
2.29126418157574e+00	1.70787038892261e+00,-2.74265616899791e-02
2.30720118428386e+00	1.70764497060609e+00,-3.25218124457212e-02
2.32324903761207e+00	1.70738849244205e+00,-3.76163464807116e-02
2.33940851258740e+00	1.70710093625400e+00,-4.27101246239793e-02
2.35568038559982e+00	1.70678228140197e+00,-4.78031070844944e-02
2.37206543843949e+00	1.70643250479470e+00,-5.28952533810580e-02
2.38856445833437e+00	1.70605158090294e+00,-5.79865222723266e-02
2.40517823798801e+00	1.70563948177405e+00,-6.30768716869883e-02
2.42190757561767e+00	1.70519617704773e+00,-6.81662586540969e-02
2.43875327499262e+00	1.70472163397304e+00,-7.32546392335729e-02
2.45571614547282e+00	1.70421581742656e+00,-7.83419684468912e-02
2.47279700204775e+00	1.70367868993181e+00,-8.34282002079576e-02
2.48999666537560e+00	1.70311021167985e+00,-8.85132872541889e-02
2.50731596182268e+00	1.70251034055115e+00,-9.35971810778136e-02
2.52475572350315e+00	1.70187903213868e+00,-9.86798318573999e-02
2.54231678831896e+00	1.70121623977219e+00,-1.03761188389624e-01
2.56000000000015e+00	1.70052191454380e+00,-1.08841198021299e-01
2.57780620814535e+00	1.69979600533478e+00,-1.13919806581665e-01
2.59573626826263e+00	1.69903845884360e+00,-1.18996958314976e-01
2.61379104181057e+00	1.69824921961522e+00,-1.24072595813368e-01
2.63197139623969e+00	1.69742823007169e+00,-1.29146659950057e-01
2.65027820503408e+00	1.69657543054392e+00,-1.34219089812856e-01
2.66871234775343e+00	1.69569075930485e+00,-1.39289822638041e-01
2.68727471007521e+00	1.69477415260379e+00,-1.44358793744574e-01
2.70596618383729e+00	1.69382554470209e+00,-1.49425936468719e-01
2.72478766708076e+00	1.69284486791009e+00,-1.54491182099036e-01
2.74374006409307e+00	1.69183205262539e+00,-1.59554459811805e-01
2.76282428545150e+00	1.69078702737240e+00,-1.64615696606878e-01
2.78204124806688e+00	1.68970971884316e+00,-1.69674817243987e-01
2.80139187522766e+00	1.68860005193958e+00,-1.74731744179525e-01
2.82087709664429e+00	1.68745794981688e+00,-1.79786397503820e-01
2.84049784849385e+00	1.68628333392845e+00,-1.84838694878933e-01
2.86025507346505e+00	1.68507612407195e+00,-1.89888551476980e-01
2.88014972080353e+00	1.68383623843685e+00,-1.94935879919033e-01
2.90018274635742e+00	1.68256359365323e+00,-1.99980590214590e-01
2.92035511262334e+00	1.68125810484194e+00,-2.05022589701662e-01
2.94066778879259e+00	1.67991968566618e+00,-2.10061782987491e-01
2.96112175079772e+00	1.67854824838431e+00,-2.15098071889925e-01
2.98171798135943e+00	1.67714370390413e+00,-2.20131355379481e-01
3.00245747003379e+00	1.67570596183850e+00,-2.25161529522118e-01
3.02334121325978e+00	1.67423493056225e+00,-2.30188487422747e-01
3.04437021440715e+00	1.67273051727058e+00,-2.35212119169513e-01
3.06554548382464e+00	1.67119262803875e+00,-2.40232311778870e-01
3.08686803888854e+00	1.66962116788316e+00,-2.45248949141480e-01
3.10833890405151e+00	1.66801604082382e+00,-2.50261911968977e-01
3.12995911089189e+00	1.66637714994819e+00,-2.55271077741606e-01
3.15172969816318e+00	1.66470439747638e+00,-2.60276320656791e-01
3.17365171184400e+00	1.66299768482777e+00,-2.65277511578656e-01
3.19572620518832e+00	1.66125691268898e+00,-2.70274517988514e-01
3.21795423877608e+00	1.65948198108316e+00,-2.75267203936400e-01
3.24033688056412e+00	1.65767278944080e+00,-2.80255429993636e-01
3.26287520593751e+00	1.65582923667174e+00,-2.85239053206497e-01
3.28557029776124e+00	1.65395122123865e+00,-2.90217927050996e-01
3.30842324643218e+00	1.65203864123185e+00,-2.95191901388829e-01
3.33143514993156e+00	1.65009139444546e+00,-3.00160822424524e-01
3.35460711387762e+00	1.64810937845495e+00,-3.05124532663820e-01
3.37794025157882e+00	1.64609249069597e+00,-3.10082870873325e-01
3.40143568408728e+00	1.64404062854455e+00,-3.15035672041480e-01
